RTlexdec,Familiarity,AgeSubject,WrittenFrequency,WordCategory,LengthInLetters,FrequencyInitialDiphoneWord
6.36837584779809,6.03,young,9.3061958576197,N,5,10.9563350958365
6.29236511897893,3.73,young,5.40717177146012,N,3,7.76895604453833
6.27703814829566,5.23,young,7.54802896993501,N,3,8.93997417728963
6.45535578368476,5.27,young,7.46278915741245,N,4,11.7963359270711
6.34968080261554,4.63,young,5.4553211153577,N,4,11.3102950727784
6.47256265440098,3.5,young,3.85014760171006,N,4,10.6428740275143
6.53373069670829,3.63,young,1.38629436111989,N,6,11.3199473279877
6.54276010342769,2.03,young,4.56434819146784,N,5,12.0300512012847
6.37660789319285,5.57,young,6.48768401848461,N,5,11.7963359270711
6.42363649804471,6.17,young,8.48755838628655,N,4,11.3364388517348
6.3554477207612,4.47,young,5.32300997913841,N,5,12.0300512012847
6.33327962813969,4.4,young,4.4188406077966,N,5,9.4958951834118
6.36394147938917,3.47,young,5.70044357339069,N,5,13.4784365403092
6.32312163807142,4.77,young,7.9973268229981,N,3,9.426741242423
6.7751377543673,1.31,young,1.6094379124341,N,5,11.9741658085458
6.48220480361062,3.63,young,4.24849524204936,N,3,13.2691751935279
6.44088274274461,3.83,young,4.14313472639153,N,5,6.57507584059962
6.46533568788021,4.17,young,6.36302810354046,N,4,8.07527154629746
6.61097864273742,1.43,young,1.79175946922805,N,4,10.6406994642582
6.53580714861058,3.03,young,4.49980967033027,N,5,11.0681060347835
6.51383823457297,3.47,young,5.22035582507832,N,5,9.4958951834118
6.364234272378,3.37,young,4.68213122712422,N,5,11.0830498294819
6.5170506963472,2.53,young,3.13549421592915,N,5,8.233503140234
6.38968682244656,4.63,young,6.69826805411541,N,5,11.0305901116039
6.38617199856319,5.9,young,6.70073110954781,N,5,7.07918439460967
6.65654655939958,2.13,young,3.68887945411394,N,5,12.6866359496443
6.71544399055881,2.73,young,3.04452243772342,N,4,5.28826703069454
6.62882149508806,2.6,young,1.09861228866811,N,5,10.0090630450848
6.50721800911027,4.73,young,6.64898455002478,N,4,7.97728198675515
6.4405477370384,3.13,young,5.57972982598622,N,5,11.0305901116039
6.39942653541473,2.9,young,2.70805020110221,N,5,9.7714407716158
6.5617941650217,1.9,young,2.83321334405622,N,6,7.30921236569276
6.30539899070383,3.4,young,5.23644196282995,N,5,11.0681060347835
6.45029663137203,3.23,young,4.74493212836325,N,5,10.2844891884659
6.446973002078,4.3,young,7.08002649992259,N,4,9.71020615550583
6.37903720237456,4.53,young,5.31320597904179,N,4,6.40025744530882
6.25862498383897,5.97,young,8.98732181285012,N,4,10.2817869925715
6.38901508413054,3.6,young,4.88280192258637,N,4,6.80903930604298
6.4003072779542,3.93,young,5.04342511691925,N,6,11.1290114546924
6.41037223091264,2.67,young,3.89182029811063,N,3,8.09437844497296
6.31385596987825,6.07,young,8.54752839121231,N,5,11.9741658085458
6.50151487040622,2.47,young,3.36729582998647,N,4,12.2302578123185
6.53198488620901,3.27,young,4.06044301054642,N,4,10.8313905997384
6.51897028112517,2.52,young,5.18738580584075,N,6,11.7963359270711
6.43752762464465,3.83,young,4.30406509320417,N,4,8.31164394850298
6.32834741369488,5.8,young,10.0020651158971,N,4,10.8807604893451
6.61992652910708,3.59,young,2.77258872223978,N,4,3.09104245335832
6.47191343421526,5.37,young,9.21423278669153,N,4,11.798863517503
6.41450758749022,3.4,young,4.27666611901606,N,5,10.8807604893451
6.44506881387667,5.67,young,5.60947179518496,N,5,12.1024217787007
6.34189251928624,5.27,young,9.11943049661634,N,4,10.3481092691788
6.43380788330258,3.87,young,5.99146454710798,N,5,9.17367638760459
6.36818718635049,4.53,young,6.01126717440416,N,6,12.422026412175
6.5186604437873,2.8,young,4.71849887129509,N,6,12.422026412175
6.58336772752194,4.3,young,1.94591014905531,N,6,12.0300512012847
6.49323933535355,3.7,young,4.47733681447821,N,4,11.2494155444894
6.45356200478262,3.13,young,5.18178355029209,N,4,11.2494155444894
6.5372132006632,2.8,young,4.97673374242057,N,5,11.3199473279877
6.33917694717132,5.5,young,3.61091791264422,N,3,6.17378610390194
6.40123703180245,6.52,young,8.2817239904114,N,4,10.9445766549606
6.4902985580216,3.77,young,6.8373328146856,N,4,7.46450983463653
6.5649409738923,2.4,young,3.49650756146648,N,5,11.5425522260676
6.5287762961098,2.56,young,3.73766961828337,N,4,9.47324295306374
6.49648837294614,4.1,young,4.86753445045558,N,5,8.53306654057253
6.25099788520506,4.73,young,6.49828214947643,N,5,9.97025795616998
6.37917293362689,4.13,young,5.59471137960184,N,5,10.425638798632
6.344425101234,3.17,young,4.89783979995091,N,4,10.9445766549606
6.51840955275386,2.6,young,3.63758615972639,N,6,9.54973690011464
6.37043166390992,4.07,young,5.48893772615669,N,4,9.47324295306374
6.4343057193321,2.97,young,4.39444915467244,N,6,10.0898426304025
6.31674943808862,6.47,young,10.5543533408395,N,2,11.3060365877365
6.7189527660885,3,young,2.77258872223978,N,5,10.425638798632
6.37087653422045,4,young,6.86901445066571,N,6,11.0681060347835
6.30340621158099,6.37,young,9.462421173185,N,7,13.9249020383564
6.35410913719975,4.47,young,6.20859002609663,N,5,7.1777824161952
6.41673228251233,4.33,young,4.38202663467388,N,5,11.3199473279877
6.39764606519989,4.5,young,6.11809719804135,N,4,10.140573455973
6.53550248508007,2.6,young,4.38202663467388,N,3,4.99043258677874
6.36278669509345,5.37,young,6.26530121273771,N,4,9.80961633692606
6.35841402676555,6.72,young,8.50370260123374,N,4,9.460476328354
6.40727594727029,4.93,young,8.54675199365778,N,5,11.798863517503
6.53341085953176,3.06,young,4.00733318523247,N,5,10.425638798632
6.39972574251815,2.83,young,3.61091791264422,N,5,9.77457405244279
6.48938728551845,3.73,young,5.48893772615669,N,6,12.422026412175
6.33327962813969,4.23,young,7.95331834656043,N,6,8.233503140234
6.5866956554734,2.03,young,6.57368016696065,N,4,7.9522633086570496
6.56703804509566,3.6,young,4.34380542185368,N,6,12.422026412175
6.33829367973119,3.83,young,5.29831736654804,N,5,10.9998807140954
6.29513684180739,5.53,young,6.62273632394984,N,3,7.36201055125973
6.36984961164574,4.1,young,5.29831736654804,N,5,10.5885269537019
6.32589899456076,4.57,young,6.02586597382531,N,4,9.8801165662129
6.33606437944487,4.33,young,6.57786135772105,N,4,10.4980015381877
6.37456474808287,4.83,young,5.07517381523383,N,4,7.9522633086570496
6.34829947824808,5.97,young,6.98007594056176,N,4,10.2722540975283
6.56200614470071,3.03,young,3.68887945411394,N,5,7.46450983463653
6.40646735969664,3.57,young,6.44571981938558,N,4,10.2722540975283
6.40146933525818,3.33,young,5.25227342804663,N,4,10.4980015381877
6.32466357548024,4,young,7.06902342657826,N,4,8.24722005274523
6.44703641261368,2.67,young,3.71357206670431,N,4,10.0481505087767
6.30318658019478,4.2,young,5.91079664404053,N,4,9.31271643859305
6.28502928271792,4.8,young,7.73061406606374,N,5,10.7396305712239
6.43557327880835,3.03,young,4.86753445045558,N,5,6.89162589705225
6.31148069338366,5.07,young,7.23993259132047,N,5,9.19360104797189
6.4281698909522,4.83,young,6.17378610390194,N,4,10.2190279531163
6.4723462945009,1.27,young,1.09861228866811,N,5,11.5158711222588
6.35029217236479,4.23,young,6.0591231955818,N,5,8.83898679349679
6.34315961200632,4.09,young,5.23644196282995,N,5,12.422026412175
6.66651140063614,1.7,young,3.2188758248682,N,4,9.963264756572
6.4923458900025,3.07,young,4.60517018598809,N,7,12.6866359496443
6.30109767262976,6.1,young,4.61512051684126,N,4,9.65547481054255
6.46647126500758,3.24,young,3.13549421592915,N,5,6.58063913728495
6.45894938185251,3.3,young,4.24849524204936,N,5,12.422026412175
6.60665018619822,3.17,young,4.85203026391962,N,6,11.0305901116039
6.47812554387467,3.5,young,4.34380542185368,N,4,9.43548192595306
6.40471593001658,3.33,young,5.79909265446053,N,4,10.2190279531163
6.66482985015647,1.33,young,1.79175946922805,N,4,9.19360104797189
6.59441345974978,2.17,young,2.30258509299405,N,5,9.86583760508422
6.44489408173266,3.7,young,4.52178857704904,N,5,12.422026412175
6.38497515068126,5.47,young,7.64156444126097,N,5,10.8030592978034
6.47646454166261,3.87,young,4.75359019110636,N,4,11.0476466561602
6.40461670069754,4.7,young,6.64639051484773,N,5,9.59682651348654
6.48649609857519,3.53,young,5.48893772615669,N,6,12.6866359496443
6.5970638431475,2.63,young,1.38629436111989,N,4,8.36497397843873
6.33132389811815,6.07,young,8.85152027169106,N,6,11.1290114546924
6.40541025968574,4.03,young,5.98645200528444,N,5,12.422026412175
6.44105817714455,2.97,young,4.00733318523247,N,4,11.179562389893
6.42386365645623,4.9,young,5.55295958492162,N,5,8.3516107506265609
6.52082729187238,3.83,young,4.79579054559674,N,5,12.6866359496443
6.39312241687319,3.37,young,5.0998664278242,N,5,9.54973690011464
6.6377297417678,1.43,young,1.94591014905531,N,4,10.6406994642582
6.33753344525949,3.67,young,5.53733426701854,N,4,9.70131016703082
6.59725483644968,2.57,young,3.76120011569356,N,4,10.300954090533
6.32301397226598,5.6,young,7.71735127218533,N,5,9.4958951834118
6.41836493593621,4.8,young,4.40671924726425,N,5,11.0681060347835
6.44276307155932,3,young,4.20469261939097,N,4,10.6400054767939
6.43133108193348,4.07,young,4.40671924726425,N,4,7.3038432252777
6.37480333022442,4.17,young,6.37331978957701,N,5,9.62509552699144
6.46335701637174,3.9,young,4.78749174278205,N,4,10.1293075190537
6.39609597446757,4.81,young,7.55066124310534,N,4,11.179562389893
6.31664108398731,4.6,young,6.26909628370626,N,4,9.909569022852
6.49407148984944,3.31,young,3.46573590279973,N,5,11.0305901116039
6.41439294709245,3.43,young,4.14313472639153,N,4,9.72202562615406
6.4352685694426,3.1,young,4.04305126783455,N,5,11.0681060347835
6.51487564055847,3.47,young,1.09861228866811,N,5,8.92757950384347
6.47620283611065,2.3,young,3.85014760171006,N,4,9.70131016703082
6.4710316749712,2.33,young,3.71357206670431,N,4,11.4617690033259
6.54776054491873,3.33,young,4.15888308335967,N,4,9.62311205526679
6.43263457983692,3.13,young,3.87120101090789,N,4,8.54383512236266
6.30822593793525,5.67,young,7.53743003658651,N,5,8.20439841814938
6.38127441560557,2.97,young,6.22257626807137,N,3,9.77126958270842
6.72112445060008,2.5,young,2.39789527279837,N,5,11.0681060347835
6.55322089954252,2.07,young,3.2188758248682,N,3,10.2844891884659
6.6548996636824,1.77,young,2.19722457733622,N,3,5.36597601502185
6.31647853081852,3.93,young,6.3135480462771,N,4,7.3038432252777
6.3475818355858,5.7,young,5.53733426701854,N,4,8.44440742169058
6.55118033004374,2.03,young,4.23410650459726,N,5,9.045347797304
6.38815796282902,3.38,young,4.58496747867057,N,4,11.3060365877365
6.52990047408189,2.53,young,4.02535169073515,N,3,11.2482304864978
6.39979222082962,3.2,young,5.31811999384422,N,4,9.75533551151227
6.37935953402268,5.47,young,4.20469261939097,N,4,9.4071399479508
6.42741036246973,3.33,young,5.82894561761021,N,5,11.0681060347835
6.358933525288,3.5,young,3.3322045101752,N,4,11.4617690033259
6.55455998830765,2.23,young,1.94591014905531,N,4,10.6070305092782
6.66726208933281,2.63,young,2.89037175789616,N,3,11.9741658085458
6.53341085953176,4.03,young,4.7361984483945,N,4,8.48549610467298
6.52621663639008,3.3,young,4.61512051684126,N,5,10.9539769543558
6.46109310602363,3.13,young,4.27666611901606,N,4,8.03398273468322
6.38805707671255,6.07,young,8.68135077758252,N,4,9.4081250888235
6.45015441645344,4.3,young,5.91079664404053,N,4,10.6400054767939
6.42085774799343,3,young,3.97029191355212,N,4,10.4546390477737
6.4362945887384,3.3,young,2.63905732961526,N,3,10.0149842035498
6.42139459961566,4.27,young,5.50938833662798,N,3,12.6431171667917
6.40025744530882,3.1,young,5.22035582507832,N,4,9.4235143922529
6.37055145615608,3.47,young,6.282266746896,N,4,10.4546390477737
6.31664108398731,4.77,young,7.23201033166476,N,4,10.4546390477737
6.58015358252911,3,young,5.73334127689775,N,3,10.6130000871823
6.34796697616688,3,young,5.23110861685459,N,3,9.963264756572
6.40244773590005,5.43,young,7.3304052118444,N,4,8.71127861513043
6.54737347311208,3.13,young,2.484906649788,N,5,3.3322045101752
6.33889438646303,5.47,young,8.88502565805085,N,5,9.42690231192484
6.31561113403856,5.47,young,7.03702761468628,N,3,10.8061660569904
6.39086127981454,5.07,young,4.34380542185368,N,4,9.4071399479508
6.57469920064204,2.17,young,4.70048036579242,N,5,10.2535808851093
6.31407327064147,5,young,7.33888813383888,N,4,8.71127861513043
6.3486318698084,3.2,young,5.67332326717149,N,6,9.31271643859305
6.60724460409148,1.9,young,3.29583686600433,N,5,7.79605797431612
6.41627466147992,4.3,young,5.02388052084628,N,4,9.4235143922529
6.55383368395422,2.2,young,2.30258509299405,N,4,9.27087087171621
6.4683041328708,2.93,young,5.52146091786225,N,3,9.36683116873562
6.42559809356383,3.6,young,4.49980967033027,N,5,13.9249020383564
6.32931083928234,5.23,young,6.7093043402583,N,4,9.7714407716158
6.39102894689518,3.72,young,5.12989871492307,N,3,12.003766724927
6.424301602012,4.93,young,5.72031177660741,N,3,12.6431171667917
6.41887051773299,1.93,young,1.79175946922805,N,5,9.4235143922529
6.46153067440067,4.2,young,5.8111409929767,N,3,9.963264756572
6.35798090507757,2.48,young,4.48863636973214,N,5,9.06797003068446
6.37679497279577,4.87,young,5.60947179518496,N,5,10.4655574694891
6.42614859388537,3.3,young,3.85014760171006,N,5,8.54383512236266
6.50190509674244,3.13,young,4.85981240436167,N,7,10.5885269537019
6.33255112127994,4.57,young,6.85856503479136,N,4,9.7714407716158
6.39581236461273,4.9,young,8.00101996132365,N,3,9.31271643859305
6.62781648316813,2.43,young,3.91202300542815,N,4,11.2807159416423
6.47886288242326,4.57,young,6.4831073514572,N,5,10.2535808851093
6.38362487113707,2.87,young,4.74493212836325,N,4,9.78109390432206
6.35662835844262,3.37,young,5.92425579741453,N,5,11.3199473279877
6.38563275147385,3.43,young,6.09582456243222,N,4,10.8395220864469
6.26089990620147,3.4,young,5.18178355029209,N,3,12.003766724927
6.5225485766403,3.3,young,2.70805020110221,N,4,10.3886568494883
6.39797910435172,3.63,young,5.52545293913178,N,6,6.24416690066374
6.39040843822588,3.13,young,3.78418963391826,N,4,11.5371399144784
6.37019203635845,4.44,young,5.50938833662798,N,5,8.25790419346567
6.364234272378,5,young,7.30249642372733,N,5,11.3199473279877
6.37468404626883,4.63,young,7.17625453201714,N,4,11.5425522260676
6.436903289981,4.23,young,4.75359019110636,N,4,10.8061660569904
6.29169876078676,6.48,young,8.42354163533478,N,4,8.83127373772255
6.3519148553817,3.37,young,5.63478960316925,N,5,12.7162100325156
6.23695650208595,5.13,young,8.33327035325531,N,5,8.63550941823428
6.34847443494674,3.2,young,6.48920493132532,N,4,11.0299095418435
6.55143741414022,2.57,young,4.15888308335967,N,6,11.1290114546924
6.6257371361548,2.43,young,3.68887945411394,N,5,8.77801780969814
6.38333770169668,4.3,young,2.70805020110221,N,5,10.6130000871823
6.31945448193674,4.77,young,6.7202201551353,N,4,9.8633424122317
6.44140895363975,4.1,young,3.89182029811063,N,5,11.0830498294819
6.20532514482327,4.33,young,5.95583736946483,N,5,12.0300512012847
6.39410901427937,3.83,young,6.25190388316589,N,5,8.25790419346567
6.30780696005297,5.57,young,7.04141166379481,N,5,7.6192334162268
6.57776399554061,1.67,young,2.39789527279837,N,4,3.49650756146648
6.38940138879535,2.87,young,3.61091791264422,N,4,8.29754352935628
6.52915603000853,1.97,young,1.94591014905531,N,5,7.30921236569276
6.45659695620209,2.33,young,3.63758615972639,N,5,9.86136262623546
6.6078521662334,2.4,young,2.70805020110221,N,4,3.17805383034795
6.25269355202752,4.33,young,6.46925031679577,N,4,8.83127373772255
6.39380812162891,3.21,young,4.44265125649032,N,5,9.77457405244279
6.60518966069044,1.67,young,3.40119738166216,N,6,10.0481505087767
6.3599371244863,5.87,young,5.67332326717149,N,4,6.92461239604856
6.51991395562752,3.83,young,4.04305126783455,N,5,10.599879463261
6.404451296615,5.6,young,7.49443021503157,N,4,9.67338232488837
6.41437656881987,3.37,young,3.85014760171006,N,5,10.425638798632
6.50443786293143,1.8,young,2.89037175789616,N,5,13.536317683424
6.3742920130603,3.1,young,5.63121178182137,N,4,10.4283935805101
6.36972973528949,4.4,young,6.01615715969835,N,5,11.9915666826116
6.44021261906576,3.13,young,5.23110861685459,N,4,9.99720555640988
6.66768172044508,4.67,young,2.63905732961526,N,3,11.6322450972349
6.60319828930551,3.24,young,2.30258509299405,N,5,11.6311084206479
6.32453815779439,4.45,young,7.96311205897929,N,3,11.5155819334314
6.66398801337206,1.67,young,1.6094379124341,N,6,10.599879463261
6.51052616179869,5.53,young,7.03790596344718,N,5,10.5885269537019
6.43882307555471,4.67,young,7.00940893270864,N,4,9.4442260198223
6.49457045035875,3.55,young,5.11198778835654,N,4,5.82008293035236
6.46168690243142,3.87,young,3.76120011569356,N,4,9.86583760508422
6.7198220059206,2.45,young,1.79175946922805,N,4,10.1808919905768
6.35330860811172,4.63,young,7.83873755959928,N,5,10.9998807140954
6.58590955154308,2.63,young,4.85981240436167,N,5,10.0699760926938
6.63355524734298,2.2,young,4.75359019110636,N,5,10.9998807140954
6.34212141872115,4.97,young,3.93182563272433,N,5,12.422026412175
6.56783911885836,2.2,young,2.30258509299405,N,6,10.0800844211932
6.37715202760747,3.8,young,6.34388043412633,N,3,11.6322450972349
6.37806958357479,3.27,young,5.25227342804663,N,3,9.78109390432206
6.3230319173719,5.73,young,7.89729647259588,N,3,11.6322450972349
6.6265058062609,2.1,young,3.55534806148941,N,4,7.02019070831193
6.37229537425779,2.53,young,2.63905732961526,N,3,11.6322450972349
6.35943545078857,3.97,young,5.87773578177964,N,4,11.8923750858751
6.34971574810058,3.83,young,6.13772705408623,N,5,10.425638798632
6.34635540050321,3.58,young,4.63472898822964,N,5,10.9998807140954
6.351112567073,5.03,young,6.14418563412565,N,5,11.9915666826116
6.23891039094516,4.4,young,6.52356230614951,N,5,10.9998807140954
6.46380918405569,3.23,young,3.73766961828337,N,5,10.8334642035148
6.50145482206729,4.67,young,6.92559519711047,N,3,10.6070305092782
6.53837134544492,2.93,young,3.87120101090789,N,3,9.47324295306374
6.4997268884708,3.3,young,4.17438726989564,N,5,11.1290114546924
6.37125280842616,5.2,young,8.80807015476454,N,3,11.798863517503
6.39292163381861,6.2,young,4.59511985013459,N,3,9.78109390432206
6.27331087467593,5.33,young,6.9782137426307,N,4,10.8063282366859
6.45778954347291,3,young,5.18178355029209,N,5,10.5690579653258
6.57588443967615,2.73,young,1.09861228866811,N,3,9.02509454366498
6.6546807311707,2,young,3.58351893845611,N,4,10.8063282366859
6.44625935634901,3.63,young,4.31748811353631,N,3,9.78109390432206
6.33585180570756,5.9,young,7.70391020961631,N,3,11.798863517503
6.30523459963537,5.53,young,8.84577725518844,N,3,10.4655574694891
6.4072924422517,4.03,young,5.605802066296,N,4,9.61979750135388
6.44078703827992,3.63,young,5.4510384535657,N,4,10.0149842035498
6.57418283389854,2.9,young,1.79175946922805,N,3,9.47324295306374
6.38090189413895,6.13,young,8.94533261656327,N,5,9.97025795616998
6.6191260914918,3.33,young,2.39789527279837,N,3,10.2535808851093
6.36811857336203,3.23,young,3.85014760171006,N,5,9.963264756572
6.5564231794539,3.27,young,3.55534806148941,N,3,9.02509454366498
6.44330420572605,5.59,young,4.53259949315326,N,3,9.5643718249695
6.35069372620895,4.97,young,8.11042723757502,N,4,8.67709870892586
6.27476202124194,4.28,young,5.67675380226828,N,4,13.2170606421419
6.36220017469505,4.23,young,6.43133108193348,N,4,6.83947643822884
6.30549030739932,3.88,young,4.9272536851572,N,4,12.6431171667917
6.36188952457088,5.33,young,7.67832635650689,N,4,9.0543880702023
6.35978145958064,4.87,young,7.03790596344718,N,3,9.5643718249695
6.5423134465032,2.7,young,3.97029191355212,N,4,9.46660917372222
6.56596894753716,1.84,young,1.09861228866811,N,3,9.69701673550917
6.55373395393753,2.17,young,2.484906649788,N,4,9.46660917372222
6.38085108500346,5.63,young,5.89715386763674,N,4,10.6428740275143
6.48603883028792,3.9,young,1.94591014905531,N,3,9.98681716012313
6.34018292133026,6.63,young,10.3764243757593,N,4,11.0708171191632
6.78615245722289,2.23,young,1.79175946922805,N,5,7.8984110928116
6.340288754502,3.33,young,4.99721227376411,N,4,11.9741658085458
6.46012352271208,3.6,young,5.59471137960184,N,3,9.69701673550917
6.42655318028222,2.73,young,2.89037175789616,N,3,9.98681716012313
6.62649255833254,3.23,young,2.89037175789616,N,3,9.02509454366498
6.35065881488372,4.27,young,4.68213122712422,N,4,9.46660917372222
6.32417973485148,3.93,young,6.47850964220857,N,3,7.22475340576797
6.38421584279607,5.53,young,8.39795910349254,N,3,8.74129628222515
6.43552517297551,3.8,young,4.21950770517611,N,3,4.4188406077966
6.29225409011131,5.03,young,7.24565506759454,N,4,10.6428740275143
6.49978704065585,4.2,young,4.68213122712422,N,3,9.5643718249695
6.62393241685608,2.67,young,3.29583686600433,N,5,11.0830498294819
6.42726485501222,4.37,young,7.13886699994552,N,4,9.66465913430174
6.37343923636788,4.67,young,6.41673228251233,N,3,9.02509454366498
6.39642953017446,2.7,young,4.30406509320417,N,4,9.46660917372222
6.46153067440067,3.33,young,5.59098698051086,N,4,9.0543880702023
6.58887145538709,3.03,young,2.19722457733622,N,5,6.7044143549641
6.36425149282556,5.13,young,7.14677217945264,N,3,9.02509454366498
6.36573134304573,6.4,young,6.14418563412565,N,3,7.79605797431612
6.32713288926404,4.67,young,6.40191719672719,N,6,9.00540504031064
6.3871991335365,3.53,young,4.43081679884331,N,6,11.3199473279877
6.30700494768816,3.2,young,3.66356164612965,N,5,12.0300512012847
6.59486479427154,1.53,young,4.30406509320417,N,5,9.4390683015843
6.4364868502146,3.3,young,3.91202300542815,N,5,11.7963359270711
6.41232716939615,4.6,young,3.46573590279973,N,4,11.3102950727784
6.32340869022718,4.7,young,6.94215670569947,N,6,11.0681060347835
6.32057043295071,5.93,young,5.15329159449778,N,3,6.47389069635227
6.36339010697483,4.73,young,7.05617528410041,N,5,12.9277052369192
6.29169876078676,4.03,young,3.91202300542815,N,5,12.0300512012847
6.61248448488168,1.9,young,5.31320597904179,N,5,9.50688307286016
6.50475213774489,5.37,young,5.48479693349065,N,3,9.49724714396021
6.48370350399818,3.1,young,4.59511985013459,N,4,8.8953556169964
6.56957959231337,2.3,young,4.48863636973214,N,5,9.99720555640988
6.28683573241907,5.03,young,6.3297209055227,N,5,11.0305901116039
6.44198268626422,2.83,young,3.2188758248682,N,4,5.62401750618734
6.38151140248777,5.1,young,4.48863636973214,N,5,10.2985318858164
6.61657375726064,2.87,young,3.76120011569356,N,5,6.57507584059962
6.45862037521458,4.97,young,6.85224256905188,N,5,11.7963359270711
6.4004899764109,3.81,young,5.28320372873799,N,5,9.4958951834118
6.70224288137387,2.57,young,2.56494935746154,N,4,9.80427476746454
6.3445480495343904,3.62,young,6.79122146272619,N,5,10.599879463261
6.51195333178493,2.93,young,3.2188758248682,N,6,10.6482542242757
6.39612933504538,3.63,young,3.95124371858143,N,5,9.4958951834118
6.42971947803914,3.9,young,5.8636311755981,N,5,10.9836642790486
6.49014673692728,2.87,young,4.82028156560504,N,5,11.0305901116039
6.40143615235401,1.37,young,4.07753744390572,N,4,9.60393530751386
6.57109302430864,3.13,young,4.36944785246702,N,5,11.0681060347835
6.45226975024931,3.67,young,4.77068462446567,N,5,10.599879463261
6.45058100054833,4.03,young,4.76217393479776,N,5,11.0681060347835
6.64272145440774,1.5,young,2.484906649788,N,5,13.536317683424
6.45280576577506,3.37,young,5.23110861685459,N,6,10.7396305712239
6.55304982289976,2.7,young,3.95124371858143,N,6,11.2976260676791
6.38271240064456,4.07,young,6.37331978957701,N,4,10.2817869925715
6.40811684460671,4.03,young,7.21303165983487,N,4,10.2844891884659
6.55377669659115,2.28,young,3.55534806148941,N,4,10.7006343231146
6.25319399473728,1.25,young,0.693147180559945,N,4,8.43359416753992
6.62679721629011,2.53,young,3.29583686600433,N,4,9.71020615550583
6.28997527744208,3.7,young,6.72383244082121,N,4,9.86136262623546
6.38220511259553,4.77,young,6.70563909486,N,4,8.98682175033189
6.68607315925638,1.43,young,2.484906649788,N,6,10.0800844211932
6.50699409007846,2.43,young,4.02535169073515,N,4,9.9625108929856
6.48463523563525,2.8,young,3.46573590279973,N,4,8.43359416753992
6.58310488816369,2.03,young,2.19722457733622,N,4,10.4382835769407
6.36201034442,5.3,young,7.41758040241454,N,4,9.26065318584977
6.37631870131202,6.13,young,9.01796847932873,N,4,9.86136262623546
6.4007722629336,5.2,young,7.26332961747684,N,4,9.77126958270842
6.29672250479911,4.63,young,5.15329159449778,N,3,9.73937912516153
6.68121847709943,1.5,young,1.09861228866811,N,4,10.8313905997384
6.39052586129294,4.43,young,3.78418963391826,N,3,11.0598812091161
6.49098146785093,3.47,young,4.53259949315326,N,4,12.0300512012847
6.37796767447762,3.77,young,4.80402104473326,N,4,12.0300512012847
6.43919061393066,3.77,young,5.98896141688986,N,4,9.86136262623546
6.34985551783018,5.7,young,4.20469261939097,N,5,13.536317683424
6.4010544697931,4.13,young,4.89034912822175,N,3,9.00540504031064
6.47199074443803,4.23,young,4.65396035015752,N,4,12.0300512012847
6.41005974375907,3.8,young,4.99043258677874,N,6,11.3199473279877
6.26543428373128,5.6,young,8.35255436947459,N,3,9.397151834043
6.48999489277982,2.07,young,4.83628190695148,N,4,12.0300512012847
6.3224395587802,4.5,young,6.15909538849193,N,5,10.0481505087767
6.51728715187988,2.6,young,3.85014760171006,N,5,8.54383512236266
6.3843171171653,4.43,young,6.62539236800796,N,5,13.536317683424
